,id_str,created_at,full_text,favorite_count,reply_count,quote_count
0,1.5957009586793513e+18,Thu Nov 24 08:48:49 +0000 2022,@trishamarie_ Hindi na po sakop ng MMDA ang Rizal. #mmda,0,0,0
1,1.595685605941256e+18,Thu Nov 24 07:47:49 +0000 2022,"Nakipagpulong si #MMDA Acting Chairman Atty. Romando Artes at General Manager Ret. P/Col. Procopio Lipana sa mga jeepney operators bilang bahagi ng konsultasyon sa kanilang hanay.

Kasama sa mga natalakay ang single ticketing system, at loading and unloading sa Commonwealth. https://t.co/Ju2ZPzpzsk",0,1,0
2,1.5955545247977103e+18,Wed Nov 23 23:06:57 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Aurora intersection SB involving innova and motorcycle as of 7:04 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
3,1.59568561370488e+18,Thu Nov 24 07:47:51 +0000 2022,Binigyang diin din ni Artes na tuloy ang mga designated jeepney lanes and stops sa Commonwealth Avenue at inuumpisahan na ang paglalagay ng lane markings at signages para hindi magdulot ng kalituhan at aksidente sa lugar. #mmda,0,1,0
4,1.595614883239772e+18,Thu Nov 24 03:06:47 +0000 2022,"@dagnatividad Ito lang po ang exempted sa coding, PUV, tricycles, TNVS, Motorcycles, garbage trucks, fuel trucks, marked government vehicles, fire trucks, ambulances, marked media vehicles, motor vehicles carrying essential and/or perishable goods. #mmda",1,0,0
5,1.595685608974082e+18,Thu Nov 24 07:47:50 +0000 2022,Nangako naman si Artes na diringgin ang suhestyon ng mga jeepney operators pagdating sa multa sa panukalang single ticketing system. Sinabi rin ni Artes na kapag maayos na mai-rollout ang nasabing sistema sa Metro Manila ay maaari rin itong maipatupad sa buong bansa. #mmda,0,1,0
6,1.5956571372831785e+18,Thu Nov 24 05:54:42 +0000 2022,"@francis_medina_ Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,0,0
7,1.5957034390691308e+18,Thu Nov 24 08:58:41 +0000 2022,@lhyjsuk Meron pong window hour na 10:01 AM to 4:59 PM. Maliban lang po sa Makati City. #mmda,0,0,0
8,1.5955538300531548e+18,Wed Nov 23 23:04:11 +0000 2022,MMDA ALERT: Rallyists at Timog Tomas Morato rotonda more or less 30 pax and 50 motorcycle as of 6:50 AM. 2 lanes occupied. PNP and MMDA enforcer on site. #mmda,2,0,0
9,1.5955431677507174e+18,Wed Nov 23 22:21:49 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Main Avenue SB involving Hi-ace and motorcycle as of 6:18 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,2,1,0
10,1.5956460004120412e+18,Thu Nov 24 05:10:26 +0000 2022,"@lisetteparungao Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,0,0
11,1.5956856178366543e+18,Thu Nov 24 07:47:52 +0000 2022,Nangako naman si Lipana na didisplinahin niya ang hanay ng MMDA enforcers at hinikayat ang mga transport leaders na i-report ang mga nangongotong na tauhan ng ahensya. #mmda,0,0,0
12,1.59552751800141e+18,Wed Nov 23 21:19:38 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Main Ave. SB involving car as of 5:00 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
13,1.595686273859015e+18,Thu Nov 24 07:50:28 +0000 2022,"@ebedancel Implemented po ang Number Coding Scheme mula 7 AM hanggang 10 AM at 5 PM hanggang 8 PM mula Lunes hanggang Biyernes, maliban tuwing holidays. Makati area 7AM-7PM. Thank you! #mmda",2,0,0
14,1.5956455067134484e+18,Thu Nov 24 05:08:29 +0000 2022,@lisetteparungao Wala pong coding sa Marikina maliban sa Marcos Highway. #mmda,0,1,0
15,1.59545387957905e+18,Wed Nov 23 16:27:01 +0000 2022,MMDA ALERT Stalled car due to mechanical problem at EDSA Ayala after tunnel SB as of 12:18 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
16,1.5954401955742392e+18,Wed Nov 23 15:32:39 +0000 2022,MMDA ALERT: Stalled truck due to mechanical problem at C5 J. Vargas SB as of 11:27 PM. 1 lane occupied. MMDA enforcer on site. #mmda,1,1,0
17,1.5953887252859535e+18,Wed Nov 23 12:08:07 +0000 2022,MMDA ALERT: Vehicular accident at Roxas Blvd. Katigbak NB involving SUV and Truck as of 7:17 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
18,1.595371224707715e+18,Wed Nov 23 10:58:35 +0000 2022,MMDA ALERT: Vehicular accident at IBP Road Sandigan SB involving Car and Tricycle as of 6:43 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
19,1.5956672696143462e+18,Thu Nov 24 06:34:57 +0000 2022,@iamaloyski I-forward po namin ito sa aming concerned office. Thank you. #mmda,1,0,1
20,1.595594219045163e+18,Thu Nov 24 01:44:41 +0000 2022,"@graceramos15 Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",0,1,0
21,1.595371068830556e+18,Wed Nov 23 10:57:58 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Boni MRT SB involving Car and Van as of 6:42 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
22,1.5956055540716216e+18,Thu Nov 24 02:29:43 +0000 2022,@superswabey @PatPerez2214 Along C5 ay under po ng number coding scheme ng MMDA. #mmda,1,0,0
23,1.5956104358724687e+18,Thu Nov 24 02:49:07 +0000 2022,@Surnit3Renato Kindly see attached link: https://t.co/6MMo9ELa6b…,0,0,0
24,1.5953432685139272e+18,Wed Nov 23 09:07:29 +0000 2022,MMDA ALERT: Stalled FX due to fuel pump defect at C5 Bagong Ilog flyover NB as of 5:02 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
25,1.595571722425487e+18,Thu Nov 24 00:15:17 +0000 2022,"@smbpet Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",0,0,0
26,1.5955947760273736e+18,Thu Nov 24 01:46:53 +0000 2022,@arizapau_ Kindly see attached link: https://t.co/GyYlfRwMym,0,0,0
27,1.5953421702480036e+18,Wed Nov 23 09:03:08 +0000 2022,MMDA ALERT: Stalled Car due to empty gas at EDSA after Ayala tunnel NB as of 4:54 PM. 1 lane occupied. MMDA enforcers on site. #mmda,2,0,0
28,1.595596147782914e+18,Thu Nov 24 01:52:21 +0000 2022,"With this year's theme, #BalikSayasaMMFF2022, the 48th MMFF Parade of Stars is set in Quezon City as the film fest organizers bring on new partners to make the event more thrilling.

READ MORE: https://t.co/RBSNJXeigd

#mmff #mmda https://t.co/BdXyln3yIv",24,2,4
29,1.595342034935505e+18,Wed Nov 23 09:02:35 +0000 2022,MMDA ALERT: Vehicular accident at C5 Katipunan Ave. Nawasa NB involving SUV and Motorcycle as of 4:50 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
30,1.5955892698750894e+18,Thu Nov 24 01:25:01 +0000 2022,"@kimlee0312 Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",0,0,0
31,1.5955949786374922e+18,Thu Nov 24 01:47:42 +0000 2022,@romeosi63517481 We will forward this to our concerned department. #mmda,0,0,0
32,1.5955717593479247e+18,Thu Nov 24 00:15:26 +0000 2022,"@TextamsS Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,1,0
33,1.5955891700506542e+18,Thu Nov 24 01:24:37 +0000 2022,"@romeosi63517481 MMDA's TRUCK BAN POLICY is still SUSPENDED until further advice except in EDSA.
  - Local Government implementing Truck Ban Ordinance are Caloocan, Makati, Malabon, Mandaluyong, Manila, Parañaque, Pasay, Pasig, Pateros, San Juan, Taguig, Valenzuela. #mmda",0,1,0
34,1.595602694244139e+18,Thu Nov 24 02:18:21 +0000 2022,"@PatPerez2214 Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",0,1,0
35,1.5956025653071135e+18,Thu Nov 24 02:17:51 +0000 2022,@graceramos15 You're welcome. #mmda,0,0,0
36,1.595341850818191e+18,Wed Nov 23 09:01:51 +0000 2022,MMDA ALERT: Stalled Armored Van due to mechanical trouble at EDSA Aurora tunnel NB as of 4:49 PM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
37,1.5955893929150136e+18,Thu Nov 24 01:25:30 +0000 2022,"@gorgeousbacons Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,0,0
38,1.5955754335373312e+18,Thu Nov 24 00:30:02 +0000 2022,"@Regzzzzzz Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",2,0,0
39,1.5955718414640824e+18,Thu Nov 24 00:15:45 +0000 2022,@TextamsS Meron pong window hour na 10:01 AM to 4:59 PM. #mmda,0,0,0
40,1.5954017103687598e+18,Wed Nov 23 12:59:43 +0000 2022,@Gabbbbun Yes po .7AM-10AM and 5PM-8PM. #mmda,0,0,0
41,1.5955315326213363e+18,Wed Nov 23 21:35:35 +0000 2022,@unosandera Cleared na po. #mmda,1,0,0
42,1.5955350333762478e+18,Wed Nov 23 21:49:30 +0000 2022,@finejaydee Walang anuman po. #mmda,0,0,0
43,1.5955313860556308e+18,Wed Nov 23 21:35:00 +0000 2022,@finejaydee Meron po. #mmda,0,1,0
44,1.5954462316390195e+18,Wed Nov 23 15:56:38 +0000 2022,"@iamjeryl Paayos nyo na po kagad para wala po kayong problema. Wala naman po kayong ticket so wala naman po, pero wag na po nating antayin na mahuli at ma ticketan po tayo. Salamat po. #mmda",0,1,0
45,1.5954386418236948e+18,Wed Nov 23 15:26:28 +0000 2022,@iamjeryl Defective headlight po. #mmda,0,1,0
46,1.5953238472799027e+18,Wed Nov 23 07:50:19 +0000 2022,"MMDA ALERT: Vehicular accident at EDSA Santolan NB involving AUV, Closed van and Motorcycle as of 3:46 PM. 2 lanes occupied. MMDA enforcers on site. #mmda",1,0,0
47,1.5955327857954652e+18,Wed Nov 23 21:40:34 +0000 2022,"@finejaydee Implemented po ang Number Coding Scheme sa area mula 7 AM hanggang 10 AM at 5 PM hanggang 8 PM mula Lunes hanggang Biyernes, maliban tuwing holidays. Makati area 7AM-7PM. Thank you! #mmda",0,1,0
48,1.595323486322405e+18,Wed Nov 23 07:48:53 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Taft NB involving Truck and Taxi as of 3:39 PM. 2 lanes occupied. MMDA enforcers on site. #mmda,1,0,0
49,1.5955101387224064e+18,Wed Nov 23 20:10:34 +0000 2022,@iamjeryl Walang anuman po. #mmda,0,0,0
50,1.5955471020665935e+18,Wed Nov 23 22:37:27 +0000 2022,"@giopjacob Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,1,0
51,1.5953233432420024e+18,Wed Nov 23 07:48:19 +0000 2022,MMDA ALERT: Vehicular accident at Quirino Osmeña SB involving Van and SUV as of 3:31 PM. 1 lane occupied. MMDA enforcers on site. #mmda,2,0,0
52,1.595313097450791e+18,Wed Nov 23 07:07:36 +0000 2022,MMDA ALERT: Vehicular accident at EDSA SM Megamall NB involving Car and SUV as of 2:47 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,0,0
53,1.5954141940644782e+18,Wed Nov 23 13:49:19 +0000 2022,@ab_dlvg Yes pwede po during window hour. #mmda,0,0,0
54,1.5955482479546245e+18,Wed Nov 23 22:42:00 +0000 2022,@giopjacob Along Edsa po ang oras ng number coding 7am to 10am and 5pm to 8pm. #mmda,0,0,0
55,1.5955483897094676e+18,Wed Nov 23 22:42:34 +0000 2022,@mokong1619 Noted po pacheck po namin ito salamat. #mmda,0,0,0
56,1.5955531957946573e+18,Wed Nov 23 23:01:40 +0000 2022,@macethoorres Hello po exact location? and nakuha po ninyo ang name ng traffic enforcer? #mmda,0,0,0
57,1.5953129481293742e+18,Wed Nov 23 07:07:00 +0000 2022,MMDA ALERT: Vehicular accident at Ortigas Ave. La Salle EB involving 2 Cars as of 2:28 PM. 1 lane occupied. MMDA enforcers on site. #mmda,1,1,0
58,1.5955465624567153e+18,Wed Nov 23 22:35:18 +0000 2022,@mokong1619 Exact location po? #mmda,1,1,0
59,1.5953105064488015e+18,Wed Nov 23 06:57:18 +0000 2022,MMDA ALERT: Stalled Van due to mechanical trouble at EDSA Shaw tunnel NB as of 2:26 PM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
60,1.5954009822166548e+18,Wed Nov 23 12:56:49 +0000 2022,@Watchmanqc @QCMayorJoy @QCGov @Idolraffyishere @PhilippineStar Maaari niyo po ito itawag sa Traffic Bureau ng lugar. #mmda,0,0,0
61,1.5953646567757207e+18,Wed Nov 23 10:32:29 +0000 2022,@carguideph Got it po. Forward namin ito sa aming concerned office. Thank you. #mmda,1,0,0
62,1.5953095722347438e+18,Wed Nov 23 06:53:36 +0000 2022,MMDA ALERT: Stalled AUV due to flat tire at C5 Ortigas SB as of 2:30 PM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
63,1.5953638977996923e+18,Wed Nov 23 10:29:28 +0000 2022,@JMRemoto We'll verify it po sa aming concerned office. Thank you. #mmda,0,0,0
64,1.5953424175105516e+18,Wed Nov 23 09:04:07 +0000 2022,@carguideph Do you have pictures po nito? #mmda,0,1,0
65,1.5953856238539448e+18,Wed Nov 23 11:55:48 +0000 2022,@ab_dlvg Yes po. #mmda,0,1,0
66,1.595387027976962e+18,Wed Nov 23 12:01:22 +0000 2022,@_0_0_j19 You're welcome. #mmda,0,0,0
67,1.5953757037168312e+18,Wed Nov 23 11:16:23 +0000 2022,@Applitah Implemented po ang coding sa area. #mmda,0,1,0
68,1.595363384903467e+18,Wed Nov 23 10:27:26 +0000 2022,@lennotcora Window hour po natin is between 10 AM to 5 PM. #mmda,0,0,0
69,1.5954007879155095e+18,Wed Nov 23 12:56:03 +0000 2022,@Gabbbbun Wala po. #mmda,0,1,0
70,1.5953855720836588e+18,Wed Nov 23 11:55:35 +0000 2022,@_0_0_j19 Meron pong window hour na 10:01 AM to 4:59 PM. #mmda,1,1,0
71,1.5953711058663014e+18,Wed Nov 23 10:58:06 +0000 2022,@helt1skelt1 Ang Makati area po no window hour. #mmda,1,0,0
72,1.5953745980060017e+18,Wed Nov 23 11:11:59 +0000 2022,"@Applitah Implemented po ang Number Coding Scheme sa area mula 7 AM hanggang 10 AM at 5 PM hanggang 8 PM mula Lunes hanggang Biyernes, maliban tuwing holidays. Makati area 7AM-7PM. Thank you! #mmda",0,1,0
73,1.5953755581618995e+18,Wed Nov 23 11:15:48 +0000 2022,@Watchmanqc @QCMayorJoy @QCGov @Idolraffyishere @PhilippineStar Maaari po muna itong itawag sa Quezon City hotline 122 or Traffic number 8921-0057/ 8703-8906 or you can visit facebook page https://t.co/3PQFX0wfq3. Thank you. #mmda,0,1,0
74,1.5953775074856343e+18,Wed Nov 23 11:23:33 +0000 2022,@Applitah Walang anuman po. #mmda,1,0,0
75,1.595363257702748e+18,Wed Nov 23 10:26:55 +0000 2022,@helt1skelt1 Window hour po natin is between 10 AM to 5 PM. #mmda,1,1,0
76,1.5953056338084536e+18,Wed Nov 23 06:37:57 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Camp Aguinaldo Gate 3 NB involving Motorcycle as of 2:37 PM. 1 lane occupied. MMDA enforcers on site. #mmda,0,1,0
77,1.595287859186917e+18,Wed Nov 23 05:27:19 +0000 2022,MMDA ALERT: Stalled truck due to mechanical problem at EDSA Ortigas WB as of 1:18 PM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
78,1.595376707548029e+18,Wed Nov 23 11:20:22 +0000 2022,@Applitah Yung mismong expressway lang po ang walang coding like SKYWAY/SLEX at NAIAX. Pero yung mga service roads may coding po. #mmda,0,1,0
79,1.5952755341826703e+18,Wed Nov 23 04:38:20 +0000 2022,MMDA ALERT: Vehicular accident at Roxas UN NB involving truck and motorcycle as of 12:35 PM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
80,1.5953096618418053e+18,Wed Nov 23 06:53:57 +0000 2022,@DixLucero Between 10:01 AM to 4:59 PM ang window hour. Maaari rin po kayo makabiyahe before 7AM or after 8PM. #mmda,0,1,0
81,1.59532216026803e+18,Wed Nov 23 07:43:37 +0000 2022,@Kuki20211 Wala po. #mmda,0,0,0
82,1.595273258474951e+18,Wed Nov 23 04:29:18 +0000 2022,MMDA ALERT: Vehicular accident at Katipunan Labor SB involving wing van and motorcycle as of 12:27 PM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
83,1.595271834001236e+18,Wed Nov 23 04:23:38 +0000 2022,MMDA ALERT: Vehicular accident at Katipunan Miriam SB involving car and motorcycle as of 12:22 PM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
84,1.5952707110938255e+18,Wed Nov 23 04:19:10 +0000 2022,MMDA ALERT: Vehicular accident at C5 BGC NB involving car and taxi as of 12:18 PM. 1 Lane occupied. MMDA enforcer on site. #mmda,1,0,0
85,1.5952706334362583e+18,Wed Nov 23 04:18:52 +0000 2022,MMDA ALERT: Vehicular accident at Aurora Katipunan SB involving car and closed van as of 12:08 PM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
86,1.59531886059221e+18,Wed Nov 23 07:30:30 +0000 2022,"@regrxxts Implemented po ang Number Coding Scheme mula 7 AM hanggang 10 AM at 5 PM hanggang 8 PM mula Lunes hanggang Biyernes, maliban tuwing holidays. Makati area 7AM-7PM. Thank you! #mmda",1,1,0
87,1.595301588569948e+18,Wed Nov 23 06:21:52 +0000 2022,"@awkwardseyrah Implemented po ang Number Coding Scheme mula 7 AM hanggang 10 AM at 5 PM hanggang 8 PM mula Lunes hanggang Biyernes, maliban tuwing holidays. Makati area 7AM-7PM. Thank you! #mmda",1,1,0
88,1.5952461734255695e+18,Wed Nov 23 02:41:40 +0000 2022,MMDA ALERT: Stalled bus due to mechanical problem at EDSA Monte De Piedad SB as of 10:36 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
89,1.595233276989276e+18,Wed Nov 23 01:50:25 +0000 2022,MMDA ALERT: Stalled SUV due to flat tire at Quirino Pedro Gil SB as of 9:49 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
90,1.59523185864346e+18,Wed Nov 23 01:44:47 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Shaw split SB involving car as of 9:42 AM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
91,1.5952306495221307e+18,Wed Nov 23 01:39:59 +0000 2022,MMDA ALERT: Stalled SUV due to mechanical problem at Soler Reyna Regente SB as of 9:37 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
92,1.5953160101935473e+18,Wed Nov 23 07:19:11 +0000 2022,@danvillegas Walang anuman po. #mmda,1,0,0
93,1.5952164308818534e+18,Wed Nov 23 00:43:29 +0000 2022,MMDA ALERT: Vehicular accident at Mia Coastal NB involving pedestrian and motorcycle as of 8:43 AM. 1 lane occupied. MMDA enforcers on site. #mmda,0,1,0
94,1.5953153763461734e+18,Wed Nov 23 07:16:39 +0000 2022,@danvillegas Meron pong window hour na 10:01 AM to 4:59 PM. Maliban lang po sa Makati City. #mmda,1,1,0
95,1.5953016504108524e+18,Wed Nov 23 06:22:07 +0000 2022,@Gina40953299 7AM-7PM po ang coding time ng Makati. #mmda,0,0,0
96,1.5952151081284155e+18,Wed Nov 23 00:38:14 +0000 2022,MMDA ALERT: Vehicular accident at Katipunan Aurora WB involving elf truck and motorcycle as of 8:30 AM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
97,1.5952125727475302e+18,Wed Nov 23 00:28:09 +0000 2022,MMDA ALERT: Vehicular accident at Katipunan B. Serrano WB involving car and motorcycle as of 8:21 AM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
98,1.5953060823934648e+18,Wed Nov 23 06:39:44 +0000 2022,@awkwardseyrah You're welcome. #mmda,0,0,0
99,1.5953105963747328e+18,Wed Nov 23 06:57:40 +0000 2022,@DixLucero Walang anuman po. #mmda,0,0,0
100,1.5952411053767475e+18,Wed Nov 23 02:21:32 +0000 2022,"@ChristineTheen Kapag along EDSA po pwede, kapag sa loob po ng Makati 7AM to 7PM ang coding. #mmda",1,0,0
101,1.5952109432684708e+18,Wed Nov 23 00:21:41 +0000 2022,MMDA ALERT: Stalled SUV due to mechanical problem at EDSA Santolan before flyover NB as of 8:19 AM. 1 lane occupied. MMDA enforcer on site. #mmda,0,0,0
102,1.5952420952325038e+18,Wed Nov 23 02:25:28 +0000 2022,@LillianUrbina Wala pong anuman. #mmda,0,0,0
103,1.5952402741999206e+18,Wed Nov 23 02:18:14 +0000 2022,@mojojomjomz Iko-coordinate po namin ito sa local na nakakasakop sa area at i-forward po namin sa aming concerned department. #mmda,0,1,0
104,1.595241248473829e+18,Wed Nov 23 02:22:06 +0000 2022,@LillianUrbina Along EDSA po ay 7AM to 10AM at 5PM to 8PM ang coding. #mmda,0,1,0
105,1.595236265405821e+18,Wed Nov 23 02:02:18 +0000 2022,@mojojomjomz Nai-coordinate nyo na po ba ito sa local na nakakasakop sa area?. #mmda,0,3,0
106,1.5952738225836933e+18,Wed Nov 23 04:31:32 +0000 2022,@medicianna_ You're welcome. #mmda,1,0,0
107,1.595210694202311e+18,Wed Nov 23 00:20:41 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Quezon Ave EB involving bike and SUV as of 8:12 AM. 1 lane occupied. MMDA enforcers on site. #mmda,0,0,0
108,1.5930310156136653e+18,Wed Nov 16 23:59:25 +0000 2022,MMDA ALERT: Vehicular accident at Aurora before Batino U-turn slot involving motorcycle and van as of 7:55 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
109,1.5952571518106993e+18,Wed Nov 23 03:25:18 +0000 2022,@EDEEeleven @PasayPIO Wala pong anuman. #mmda,0,0,0
110,1.5930303629421855e+18,Wed Nov 16 23:56:50 +0000 2022,MMDA ALERT: Vehicular accident at C5 Ortigas service road involving motorcycle as of 7:54 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,1,0,0
111,1.5952430301093356e+18,Wed Nov 23 02:29:11 +0000 2022,@mylenebass Yes po. #mmda,1,0,0
112,1.5952485772566897e+18,Wed Nov 23 02:51:13 +0000 2022,"@derzamora Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,0,0
113,1.5952422276130406e+18,Wed Nov 23 02:25:59 +0000 2022,@mylenebass Wala pong coding sa Taguig maliban sa C5 at C6. #mmda,0,1,0
114,1.5952515164277307e+18,Wed Nov 23 03:02:54 +0000 2022,"@3yegotchufam Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",0,0,0
115,1.59303030680141e+18,Wed Nov 16 23:56:36 +0000 2022,MMDA ALERT: Vehicular accident at Ortigas Madison SB involving car and SUV as of 7:46 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
116,1.5952439807360369e+18,Wed Nov 23 02:32:57 +0000 2022,"Tara na sa Greenzone Park-Phase 2 na matatagpuan sa kahabaan ng R-10 Road sa Barangay Bangkulasi-NBBN, Navotas City.

Ang parke ay may plant boxes, paved pathways, lanscaping, bollards, lamp posts, at mayroon din lugar kung saan maaaring mag-relax ang buong pamilya.

#mmda https://t.co/j3dqmyS8rj",2,0,0
117,1.5952576419948134e+18,Wed Nov 23 03:27:14 +0000 2022,"@medicianna_ Implemented po ang Number Coding Scheme mula 7:00 a.m. to 10:00 a.m.  and 5:00 p.m. to 8:00 p.m. on weekdays except holidays. Makati City from 7AM to 7PM.
Monday 1 and 2
Tuesday 3 and 4
Wednesday 5 and 6
Thursday 7 and 8
Friday 9 and 0 #mmda",1,1,0
118,1.5930240302016307e+18,Wed Nov 16 23:31:40 +0000 2022,MMDA ALERT: Vehicular accident at Quezon Ave Roosevelt WB involving car and bicycle as of 7:26 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
119,1.5930180358197985e+18,Wed Nov 16 23:07:51 +0000 2022,MMDA ALERT: Vehicular accident at Marcos Highway Felix Ave WB involving car and van as of 7:02 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,1,0,0
120,1.595204157186904e+18,Tue Nov 22 23:54:43 +0000 2022,"@Lente_Randy Noted po, paradyuhan po namin ang area. #mmda",3,0,0
121,1.5930175461726044e+18,Wed Nov 16 23:05:54 +0000 2022,MMDA ALERT: Vehicular accident at Commonwealth Sandigan tunnel WB involving  motorcycle as of 6:46 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
122,1.593012648999719e+18,Wed Nov 16 22:46:26 +0000 2022,MMDA ALERT: Vehicular accident at Roxas blvd US Embassy SB involving 2 motorcycles as of 6:45 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
123,1.5930110939573327e+18,Wed Nov 16 22:40:16 +0000 2022,MMDA ALERT: Vehicular accident at EDSA Main ave SB involving innova and pick up as of 6:38 AM. 1 Lane occupied. MMDA enforcer on site. #mmda,0,0,0
124,1.5952212522049495e+18,Wed Nov 23 01:02:38 +0000 2022,@Nunezbob1 Hindi na po namin sakop ang Antipolo. #mmda,0,0,0
